Flight Time(sec),Gyro xb(°/s),Gyro yb(°/s),Gyro zb(°/s),Acc xb(m/s²),Acc yb(m/s²),Acc zb(m/s²),Acc xb backup(m/s²),Acc yb backup(m/s²),Acc zb backup(m/s²),TVC Y+°,TVC Z+°,TVC Y+ N⋅m,TVC Z+ N⋅m,Roll Wheel Val,Pressure Pa,,,Temp C°
22.741,0.13,0.08,0.01,-0.59,3.65,0.93,-0.74,8.46,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.761,0,-0.04,0.01,-0.61,3.69,0.96,-0.74,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.781,0,-0.04,0.01,-0.61,3.67,0.92,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.801,0.07,0.02,0.14,-0.61,3.67,0.92,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.821,0.13,0.02,0.14,-0.6,3.67,0.91,-0.73,8.47,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.841,0.13,0.02,0.14,-0.61,3.66,0.92,-0.71,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.861,-0.06,0.21,0.14,-0.61,3.66,0.92,-0.71,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.881,0.13,0.08,0.01,-0.61,3.65,0.92,-0.71,8.44,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.901,0.13,0.08,0.01,-0.61,3.67,0.92,-0.74,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.921,0.07,0.08,0.08,-0.61,3.67,0.92,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.941,0.13,0.08,-0.05,-0.62,3.67,0.93,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.961,0.13,0.08,-0.05,-0.62,3.67,0.93,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
22.981,0.13,0.14,0.01,-0.62,3.67,0.93,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35708249775257,46.84
23.001,0.07,0.08,0.01,-0.6,3.45,1.72,-0.73,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.021,0.07,0.08,0.01,-0.61,3.46,1.7,-0.72,8.46,-4.96,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.041,0.13,-0.04,0.01,-0.61,3.46,1.7,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.061,0,0.14,-0.05,-0.6,3.46,1.71,-0.71,8.47,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.081,0,0.14,-0.05,-0.62,3.45,1.71,-0.72,8.46,-4.93,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.101,-0.12,-0.11,0.01,-0.62,3.45,1.71,-0.72,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.121,0.07,-0.11,-0.05,-0.62,3.47,1.73,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.141,0.07,-0.11,-0.05,-0.62,3.46,1.69,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.161,0.07,0.02,-0.05,-0.62,3.46,1.69,-0.74,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.181,0.07,0.02,-0.05,-0.61,3.48,1.67,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.201,0.07,0.02,-0.05,-0.61,3.45,1.69,-0.74,8.46,-4.92,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.221,0.07,0.02,-0.05,-0.61,3.45,1.69,-0.74,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.241,0.07,-0.17,-0.11,-0.61,3.26,2.53,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.261,0.07,-0.17,-0.11,-0.63,3.26,2.51,-0.74,8.47,-4.93,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.281,0,-0.04,0.01,-0.63,3.26,2.51,-0.73,8.44,-4.93,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.301,-0.06,0.02,0.01,-0.6,3.25,2.53,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.321,-0.06,0.02,0.01,-0.61,3.25,2.52,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.341,0.07,-0.11,0.01,-0.61,3.25,2.52,-0.71,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.361,0.07,0.14,0.14,-0.62,3.24,2.51,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.381,0.07,0.14,0.14,-0.61,3.23,2.54,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.401,-0.12,-0.17,0.01,-0.61,3.23,2.54,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.421,0,0.02,-0.05,-0.64,3.24,2.51,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.441,0,0.02,-0.05,-0.6,3.24,2.52,-0.72,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.461,-0.06,-0.23,-0.11,-0.6,3.24,2.52,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.481,0,-0.04,-0.05,-0.61,3.04,3.39,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98095367700965,47.01
23.501,0,-0.04,-0.05,-0.62,3.03,3.4,-0.73,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.521,-0.06,0.08,0.01,-0.62,3.03,3.4,-0.72,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.541,0,-0.04,0.01,-0.62,3.04,3.38,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.561,0,-0.04,0.01,-0.62,3.06,3.41,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.581,0.07,0.08,0.14,-0.62,3.06,3.41,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.601,-0.06,-0.04,0.08,-0.61,3.03,3.39,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.621,-0.06,-0.04,0.08,-0.6,3.04,3.39,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.641,0.07,-0.04,0.08,-0.6,3.04,3.39,-0.74,8.44,-4.93,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.661,0.07,-0.04,-0.05,-0.6,3.03,3.39,-0.73,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.681,0.07,-0.04,-0.05,-0.6,3.04,3.38,-0.73,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.701,-0.06,0.14,0.01,-0.6,3.04,3.38,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.721,-0.06,0.14,0.01,-0.6,3.04,3.38,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.741,-0.06,0.14,0.01,-0.63,2.82,4.31,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.761,-0.12,-0.04,-0.05,-0.63,2.82,4.31,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.781,0,0.08,0.01,-0.61,2.81,4.34,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.801,0,0.08,0.01,-0.59,2.81,4.34,-0.73,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.821,0.13,0.02,0.01,-0.59,2.81,4.34,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.841,-0.06,-0.04,-0.05,-0.6,2.8,4.32,-0.72,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.861,-0.06,-0.04,-0.05,-0.6,2.83,4.33,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.881,0,-0.04,0.01,-0.6,2.83,4.33,-0.73,8.48,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.901,0.13,-0.04,-0.05,-0.62,2.82,4.31,-0.74,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.921,0.13,-0.04,-0.05,-0.62,2.81,4.35,-0.72,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.941,0.07,0.02,0.01,-0.62,2.81,4.35,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.961,0.07,0.02,0.01,-0.61,2.8,4.33,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
23.981,0.07,0.02,0.01,-0.62,2.59,5.33,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
24.001,0.07,0.14,0.08,-0.62,2.59,5.33,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26497771571077,47.15
24.021,0,0.08,0.08,-0.59,2.58,5.37,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.041,0,0.08,0.08,-0.61,2.62,5.33,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.061,0.07,0.02,-0.05,-0.61,2.62,5.33,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.081,-0.12,-0.17,-0.11,-0.59,2.6,5.34,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.101,-0.12,-0.17,-0.11,-0.62,2.61,5.33,-0.74,8.47,-4.92,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.121,0.13,0.02,0.08,-0.62,2.61,5.33,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.141,0,0.21,0.08,-0.61,2.6,5.35,-0.74,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.161,0,0.21,0.08,-0.62,2.59,5.33,-0.74,8.45,-4.91,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.181,0.13,-0.04,-0.05,-0.62,2.59,5.33,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.201,0.13,-0.04,-0.11,-0.6,2.6,5.32,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.221,0.13,-0.04,-0.11,-0.6,2.6,5.32,-0.72,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.241,0.13,-0.04,-0.11,-0.6,2.6,5.32,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.261,0.07,-0.11,-0.05,-0.62,2.39,6.39,-0.73,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.281,0.07,-0.11,-0.05,-0.62,2.38,6.41,-0.73,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.301,-0.12,0.08,-0.05,-0.62,2.38,6.41,-0.72,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.321,-0.06,-0.11,0.01,-0.62,2.38,6.42,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.341,-0.06,-0.11,0.01,-0.62,2.39,6.43,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.361,0.07,-0.11,-0.11,-0.62,2.39,6.43,-0.71,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.381,0.07,0.08,0.14,-0.63,2.37,6.42,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.401,0.07,0.08,0.14,-0.63,2.37,6.39,-0.74,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.421,0.07,0.08,-0.05,-0.63,2.37,6.39,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.441,0.13,-0.04,0.08,-0.63,2.37,6.41,-0.74,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.461,0.13,-0.04,0.08,-0.61,2.39,6.4,-0.73,8.46,-4.93,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.481,0.13,-0.04,0.08,-0.61,2.39,6.4,-0.72,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.501,-0.06,0.08,0.01,-0.62,2.15,7.56,-0.72,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88808438020293,47.26
24.521,-0.06,0.08,0.01,-0.62,2.16,7.59,-0.73,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.541,0.07,-0.11,-0.05,-0.62,2.16,7.59,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.561,-0.06,-0.11,0.01,-0.6,2.16,7.6,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.581,-0.06,-0.11,0.01,-0.6,2.16,7.58,-0.71,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.601,0.07,-0.11,0.14,-0.6,2.16,7.58,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.621,-0.06,-0.04,0.01,-0.59,2.14,7.59,-0.72,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.641,-0.06,-0.04,0.01,-0.63,2.14,7.6,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.661,0,0.02,0.01,-0.63,2.14,7.6,-0.72,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.681,0.07,0.02,0.01,-0.6,2.16,7.55,-0.72,8.47,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.701,0.07,0.02,0.01,-0.61,2.17,7.58,-0.74,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.721,0,-0.11,-0.05,-0.61,2.17,7.58,-0.72,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.741,0.13,-0.11,-0.11,-0.61,2.17,7.58,-0.72,8.45,-4.97,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.761,0.13,-0.11,-0.11,-0.61,1.92,8.82,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.781,0.07,0.02,0.08,-0.61,1.92,8.82,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.801,0.07,-0.11,-0.05,-0.63,1.91,8.8,-0.74,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.821,0.07,-0.11,-0.05,-0.61,1.93,8.82,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.841,0.13,0.14,0.08,-0.61,1.93,8.82,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.861,0.07,0.08,-0.11,-0.59,1.9,8.82,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.881,0.07,0.08,-0.11,-0.61,1.92,8.81,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.901,0,0.08,0.14,-0.61,1.92,8.81,-0.71,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.921,0,0.08,-0.05,-0.63,1.93,8.84,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.941,0,0.08,-0.05,-0.63,1.92,8.81,-0.73,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.961,0,0.08,0.08,-0.63,1.92,8.81,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
24.981,0,0.08,0.08,-0.62,1.9,8.81,-0.75,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
25.001,0,0.08,0.08,-0.62,1.66,10.2,-0.74,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.88861470787979,47.35
25.021,-0.06,0.02,-0.05,-0.62,1.66,10.2,-0.72,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.041,0.13,0.02,0.01,-0.61,1.68,10.17,-0.74,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.061,0.13,0.02,0.01,-0.6,1.67,10.19,-0.71,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.081,0.07,0.02,0.08,-0.6,1.67,10.19,-0.73,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.101,0,0.02,0.01,-0.61,1.65,10.19,-0.72,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.121,0,0.02,0.01,-0.63,1.65,10.19,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.141,0,0.08,0.01,-0.63,1.65,10.19,-0.72,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.161,0.07,-0.11,-0.05,-0.63,1.66,10.18,-0.71,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.181,0.07,-0.11,-0.05,-0.63,1.65,10.18,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.201,0.13,0.02,0.01,-0.63,1.65,10.18,-0.73,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.221,0.07,-0.17,-0.05,-0.61,1.66,10.16,-0.71,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.241,0.07,-0.17,-0.05,-0.61,1.66,10.16,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.261,0,-0.04,0.01,-0.61,1.66,10.16,-0.72,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.281,0,-0.11,-0.05,-0.63,1.37,11.62,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.301,0,-0.11,-0.05,-0.62,1.36,11.64,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.321,0.07,0.08,0.08,-0.62,1.36,11.64,-0.71,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.341,-0.06,0.02,-0.11,-0.61,1.39,11.62,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.361,-0.06,0.02,-0.11,-0.61,1.39,11.62,-0.73,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.381,0,0.02,-0.05,-0.61,1.39,11.62,-0.73,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.401,0,0.14,0.14,-0.6,1.38,11.64,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.421,0,0.14,0.14,-0.58,1.4,11.62,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.441,0,0.02,0.14,-0.58,1.4,11.62,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.461,-0.06,-0.11,0.08,-0.61,1.39,11.64,-0.74,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.481,-0.06,-0.11,0.08,-0.64,1.41,11.61,-0.71,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.501,-0.06,-0.11,0.08,-0.64,1.41,11.61,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99343,1.81383758613284,1.98361417012617,47.44
25.521,0.07,0.02,0.01,-0.61,1.1,13.17,-0.71,8.46,-4.93,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.541,0.07,0.02,0.01,-0.61,1.12,13.21,-0.73,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.561,0.07,-0.04,-0.05,-0.61,1.12,13.21,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.581,-0.06,-0.17,-0.11,-0.61,1.12,13.17,-0.74,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.601,-0.06,-0.17,-0.11,-0.62,1.11,13.19,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.621,-0.06,-0.04,0.01,-0.62,1.11,13.19,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.641,0.07,-0.11,0.08,-0.61,1.1,13.19,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.661,0.07,-0.11,0.08,-0.64,1.12,13.18,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.681,0.07,0.02,0.01,-0.64,1.12,13.18,-0.72,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.701,-0.06,0.02,-0.05,-0.61,1.1,13.2,-0.73,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.721,-0.06,0.02,-0.05,-0.61,1.13,13.18,-0.73,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.741,-0.06,0.02,-0.05,-0.61,1.13,13.18,-0.73,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.761,0.07,-0.04,0.14,-0.61,0.81,14.87,-0.74,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.781,0.07,-0.04,0.14,-0.61,0.82,14.87,-0.73,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.801,0,0.02,0.01,-0.61,0.82,14.87,-0.72,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.821,0,0.27,0.08,-0.61,0.82,14.87,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.841,0,0.27,0.08,-0.6,0.82,14.87,-0.75,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.861,-0.06,0.02,0.01,-0.6,0.82,14.87,-0.72,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
